NAME
Simon Tenovsky Orchestra
"Corman, William"
Temple Festival Chorus
"Waldteufel, Emile"
"Wade, John"
"Oakley, Reverend Frank"
"Wesley, Charles"
"Wynne, Susan"
"Bruar, Joseph"
"Baitano, Brian"
"Seybold, Natalie"
"Seybold, Wayne"
"Manley, Elizabeth"
"Semanick, Suzanne"
"Gregory, Scott"
"Wachsman, Gillian"
Waggoner. Todd
"Paxton, Tom"
"Lipton, Leonard"
"Dylan, Bob"
"Zimmerman, Robert Allen"
"Reading, John"
"Mohr, Joseph"
"Gruber, Franz Xaver"
"Wachsman, Gillianx"
"Postel, Karni"
"Hoffman, Ronan"
"Shapira, Ronan"
"Mokhikh, Ra"
"Belali, Aviv"
"Sliep, A."
"Leeder, Avri"
"Raichel, Idan"
"Dasta, Tigsat"
"Bar, Rinat"
"Zakai, Chulie"
"Garus, Khadi"
"Leon, Adi"
"Cohen, Yaron"
"Voskila, Shimon"
"Paz, Amir"
"Cutler, Rick"
"Menchin, Sy"
Steven Scott Orchestra
"Pattner, Abbe"
"Goldsmith, Sid"
"Lombardi, Lou"
"Nystrom, Alf"
"D'or, David"
"Voskila, Shimshon"
"Meiri, Shefer"
Hadag Nahash
"Street, Shanon"
"Grossman, David"
"Hakatan, Juni"
"Kalmas, Dodosh"
DJ Gie Mar
MC Shiri
"Ahranov,Cohen Ea'ea"
"Alon, Shlomi"
"Hitman, Uzi"
"Tel, Shimon"
"Baruch, Ben"
Jacques Chalude Zaludkowski
"Fields, Paul"
"Hausleitner, Horst"
"Burchartz, Josef"
"Bichler, Hans"
"Krinner, Bernhard"
"Danzer, Hans"
"Muhlhofer, Anton"
"Alexander, Harry"
"Banai, Meir"
"Nitzni, Yair"
"Banai, Enat"
"Dokhin, Arkadei"
"Plavin, Frank"
"Leoni, M."
"Shabat, Leah"
"Ben Ze'ev, Khamulat"
"Panek, Edit"
"Geles, Eitan Nakhmias"
"Shechter, Ayal"
"Schiller, Geraldx"
"Sherman, Paul"
Wahav
"al Aterash, Farid"
Asonbeti
Sharonvi
"Mored, Monir"
"Ahmed, Faiza"
Om Kol Tom
Wareda
"al Khalim Khafez, Aved"
"Shekhmon, Segal"
"Levin, Dodi"
"Dor, Yoval"
"Ramirez, Ariel"
"Vilnesky, Moshe"
"Kapon, Gadaon"
"Hamar, Moti"
"Amihud, Dani"
"Feierman, Genia"
"Gladstone, Yisroel"
Subliminal
"Yeats, William Butler"
"Ostrovsky, Bogdan"
"Luzzato, Ephriam"
"Rivner, Tuvia"
"Havazelet, Z."
"Chavatzelet, Z."
"Maza, Ida"
"Persky, E."
Jewish Music Ensemble
Rashit
"Atsmon, Shmuel"
"Lercher, Halina"
"Dulitzkaya, Lea"
"Kropoves, Dr. Maria"
Concord Symphony Orchestra
Chassidic Chorus
"Kovacs, Alexander"
"Sandler, Boris"
"Tsipkin, Diane"
"Cox, Jim"
"Allen, Sarah"
"Cooper, Harry"
"Sarpola, Richard"
"Minkler, Marc"
"Deganath, Lea"
"Efrat, Ovad"
"Agababa, Avi"
"Hadani, Amos"
"Sela, Eyal"
"Yishay, Sheffi"
"Sakharof, Berry"
"Bachar, Yaron"
"Levitan, Nadav"
"Panhansi, Bobby"
"McPherson, Butch"
The E. Peery Strings
"Friesen, John"
"Wolfowsky, M. S."
"Charik, Izi"
"Achkinazi, Maria"
"Averbakh, Larisa"
"Tumansky, Eduard"
"Sonts, L."
"Gilfanov, A."
Steinman. V.
"Nourullin, E."
"Kourbangaleev, A."
"Dolgin, Josh"
"Eilat, D."
"Calabria, E."
"Massey, B."
"Levin, Ch."
"Cagan, A."
"Giv'on Dinur, Rimona"
"Ever Hadini, Dafna"
"Rosenblatt, Josef"
"Halevy, Jacques"
"Hovhaness, Alan"
"Kavetzky, S."
"Leckner, Carole H."
"Livesay, Dorothy"
"Witler, Ben Zion"
"Avner, Flora"
"Suken, Rehla"
"Tellerman, Judy"
"Tellerman, Chris G."
Pennino
Fleeson
Timm
Vejvoda
Raye
Prince
Sheehy
Kahal
Lee
Manners
Ware
Spottswood
Robinson
Smith
Sullavan
Baron
"Luther, Frank"
Jacobs
Chaplin
Loveday
Jokern
Steinberg
"Amranim, The"
Gold
"Amarillo, M."
"Kalman, N."
"Amrani, S."
"Raskin, Saul"
"Snitkovsky, Vladev"
"Raviv, Moshe"
Weinstock
"Waletzky, Tzip"
"Abbas, Judah Samuel"
"Walt, Peggy"
"Ver, Moi"
"Cohen, Alma O."
"Gurwin, Kopel"
"Whiteman, Adam"
"Samberg, Joel"
"Sherman, Joe"
"Jacchia, Jole"
"Campagnano, Vasco"
Chorus of the Israeli Temple of Milan
"Veneziani, Vittore"
"Rucker, Shawn"
"Lovett, Lynne"
"Nelson, Willie"
"Fontana, Gabriele"
"Hall, John Graham"
"Lindskog, Par"
"Lorenz, Siegfried"
"Devlin, Michael"
"Polgar, Lazlo"
Chorus of De Nederlandse Opera
"Naef, Yvonne"
"Beart, Guy"
Gabbi
Demarny
Theodrakis
Hallali
"Marks, Aviva"
"Aloni, Bezalel"
"Okun, Lan"
Safed Children's Choir
Sh'hunat Hatikva Workshop
Hatzoani Hashorek
Little Jewford
Washington Ratso
Asleep At The Wheel
"Buzzi, Ruth"
"Moll, Richard"
"Shelby, Jeff (""Jewford"")"
Skycab Adam
"Boles, Buster (""BB"")"
"Culpepper, Thomas William (""Wichita"")"
"Sloman, Larry (""Washington Ratso"")"
"Hedaya, Gladys"
"Gewirtz, Shimon"
"Howden, Steven"
"Schotz, Amiel"
"Ziff, Daniel"
"Roden, Madelyn"
"Noy, Michal"
"Howden, Rosa"
Cashman
Irving Fields Trio
"Garin, Michael"
"Ben, Jorge"
Vasily Leibdiev Komatz
Remy Kidder
Vasily Alfrov
Hugh Miliotion
K. Podravsky
Tirza Atar
Sasha Caspi
Boaz Applebaum
Chana Senesh
"Halpern, J."
Emmi
"Natan, Moshe"
"Telner, A."
"Nathan, D. Ben"
Baruch Chaitya
Joel Wolbe
"Silberstein, H. B."
Mitch Blatt
Phil Fried
Chris Gangelhoff
"Garvin, Jane"
Maria Mimick
Aaron Oster
James Vculek
"David Meyerowitz
Jane Garvin"
Prague 24
Donna Morein
Alexander Frey
Saša Bartošová
Lucie Lucká-Mertová
Yvona Lucká-Škrdlantová
Vida Neuwirthová
Hana Rothová
Hana Skoumalová
Zdena Skoumalová
Anna Sterecová
Lea Šmídová
Irena Tausingerová
Hana Vyhálková
Tomáš Karger
Jakub Roth
Mikuláš Roth
Jan Skoumal
Petr Vacek
Rebeka Mertová
Sára Mertová
Helena Rothová
zobcová flétna
Hudba A. Nof
J. Orland
Šelomo Alkabetes
Jehuda he-Chasid
Moše ben Majmun
Josh Kontorovich
"Rubin, Alex"
Henry Sapoznik
Cookie Segelstein
"Watts,Susan"
Sara Aroeste
Gloria Steinman
Yuval Lion
Samuel Torres
Rony Iwryn
Ziv Harpaz
Nir Graff
Oz Noy
Lara Bello
Shlomo Cohen
Shai Bachar
David (Manué) Castellano
Eli Lishinsky
Amir Gwirtzman
Lea Gadaev Ensemble
Marc Kakon
Amos Hoffman
"Rodriguez, Roberto Luis"
Vanessa Hidary
Betty Klein
Miriam Raymond
Joao Erbetta
Eugene Povolotsky Ensemble
David Feldman
Dan Nadel
Daniel Anglister
Fima Ephrone
Matilda Koen-Sarano
Greg Wall
Uri Kleinman
Yonnie Dror
Dave Richards
Roee Freidman
Yoel Ben-Simon
Hicham Chami
Alan Cohen
Emannuel Mann
Carlos Revollar
Bridget Robbins
Vin Scialla
Yousif Sheronick
Brandi
Sarah Aroeste
Nif Graff
Yael Horwitz
Lea Gadaev
avi elman
nate smith
Emmanuel Mann
Job Charjes
Janfie Van Strien
Gijs Levelt
Joop van der Linden
Theo van Tol
Jasper de Beer
Alec Kopyt
Mantiz
Dario Ivkovic
F. Hebly
B. Vink
T. Spassov
Armida Tetrade
S. Hantel
A. Kopyt
J.D. Charles
M. Cornelisse
J. Van Strien
D. Brackeva
M. Tuinstra
A. Bakker
T. Bergman
M. Goossens
La Boutiqute Fantastique
P. Dellensen
K. Verbeek
B. Nellen
A. Jansen
S. Schmid
"Gurzhy, Yuriy"
Chubbanak Club
CapodiMonte
M. Baronner
G. Levelt
B. Mattie
V. van der Poel
M. Vos
S. Akkerman
T. Elbers
Midou Akhrif
Bokkie Vink
Judy Frankel
Rita Gabbai-Simantov
Yaron Eilam
Liron Peled
yoel ben-shimon
Ben Kalb
Skye Steele
Randy Crafton
Harel Shachal
Patrick Savage
Erez Azrazar
David Savage
Amit Arami
Nais Areedi
Yoav Bontzel
Yotam Scheter
Dana Ben Dovid
Yaniv Popek
Ronnie Cohen
Yael Levi
"Gastwirth, Henry M."
Sholom Secunda
Zimrah Male Choir
tzira Atar
Vard Klafter
Meir Goldberg
Tzuf Pelossof
Yitzchak Klafter
Kobe Eisenman
Dani Doton
Strauss/Warschauer Duo
Itzachak Meir Helfgot
S. Shkolnik
Hesperion XXI
Monserrat Figueras
Jordi Savall
Oy Division
Erik Friedlander
Yasmin Levy
Y. Hasson
Dr. Alan Burn
Weimar
Niemcy
David D'Or
J. Petersburski
Z. Freidwald
Maurice el Médioni
Kosonans Retro
Chi Chi Bunichi
Marta Bizoń
Katarzyna Jamróz
Konsonans Retro
Różni Wykonawcy
Daniel O'Donnell
Arazacja Strauss
Deborah Strauss
j. Watschauer
Y. Rosenblatt
Izchak meir Helfgot
montserrat figueras
eric friedlander
The Other Europeans
la mar enfortuna
"Friedwald, Ludwig Zenon"
Konsonas Retro
Yaniv Fridel
luncika altarac attias
Emil Zrihan
Yossi Fine
fretwork
Wielka Brytania
Orlando Gough
"Kahn, Daniel"
The Painted Bird
David Beigelman
Henekh Kon
Pharaoh's Daughter
Yisrael Ben Moishe
Basya Schechter
Hayona Ensemble
Rabin Yosef Chaim of Baghdad
Mark Eliyahu
The Sway Machinery
Jeremiah Lockwood
The Millers
"Pal-Yarden ile, Hadass"
Yechiel Michoel Miller
Yehuda B. Strohil
Moussa Berlin
Kalman Balogh
Dan Blacksberg Modern Yiddish Ensemble
"Brody, Paul"
"Bunea, Marin"
"Darriau, Matt"
"Dawid, Christian"
Csaba Novak
"Ralchev, Petar"
Stas Rayko
"Receanu, Adrian"
Guy Schalom
"Stinga, Adam"
Balkan Beat Box
"Muskat, Tamir"
"Kaplan, Ori"
Tomer Yosef
Cukunft
Leopold Kozlowski
Katarzyna Jamroz
Jacek Cygan
"Bern, Alanx"
"Rypinski, Ingrid"
Beyond The Pale
Chiam Adler
Shofar
Veretski Pass
SoCalled
Theodore Bikel
Lerner Moguilewsky
Bester Quartet
London
Sklamberg
Schwimmer
Andrzej Rón
Frank London
Frank London's Klezmer Brass All Stars
M. Gelbart
A. Reisen
M. Shelem
A. Olszaniecki
E. Stein
M. Ganchoff
M. van de Van
T. Kukurba
J. Bester
chaim adler
David Krakauer
Shtreiml
"LipovGsky, Shura"
Sephardic Tinge
Uri Caine
The Cracow Klezmer Band
Kantor benzion Miller
Julian Kytasty
Cantor Chaim Louk
Jamie Saft Trio
Mike Patton
Arkady Gendler
Kharkov Klezmer Band
Ad Adhei Ad
Ilana Eliya
Steven Greenman
Sexteto Rodriguez
Nieuw Sinfonetta Amsterdam
Kurt Bjorling
Stu Brotman
Piris Eliyahu
Alisa Elion Israeli
Esti Kenan Ofri
Oren Fried
Amir Sashar
Rali Margalit
Boaz Yonah
Itai Rozenbaum
Jarosław Bester
Isaac Algaz
Nessim de Yehudah Pardo'dur
Karacaoğlan
Ziya Paşa
Fazıl Ahmet Aykaç
Heather Lauren Klein
"Sakina, Bronya"
J.M. Rumshinsky
"Hirshbein, Peretz"
A.M. Dilon
"Bellison, Simeon"
"Stillman, Mitya (Michel)"
"Halevi, Chen"
"Nemtsov, Jascha"
"Vogler, Tim"
Vogler String Quartet
"Reinecke, Frank"
"Fehlandt, Stefan"
"Forck, Stephan"
"Krejn, Grigori"
"Wolfsohn, Juliusz"
"Weprik, Alexander"
"Zimmerman, Tabea"
"Krejn, Alexander"
"Gnesin, Michail"
"Gamburg, Grigorij"
"Krejn, Julian"
"Brandmann, Israel"
"Raff, Joseph Joachim Raff"
"Turban, Ingolf"
"Fitelberg, Grzegorz"
"Meyer, Wolfgang"
"Bartók, Béla"
Ahmed Adan Saygun
"Zaderatsky, Vsevolod"
"Shostakovich, Dmitry"
"Kashanski, R."
"Janowsky, M."
"Labes, J."
"MacDermott, G."
"Metis, F."
Cantor Abraham Mizrachi
"Harris, Mark"
"Rosenbloom, Henry"
"Elberg, Yehuda"
"Bjorling, Annette"
"Lowe, Greg"
"Renshaw, Slam"
"Lee, Geddy"
"Prisacar, Nicolai"
"Damen, Jeremy Chiam"
"Freidman, Pinchas"
"Kalish, Shlome"
Louis Lewandowski
Samuel Alman
Helmut Klotz
Ralph Rank
Samuel Naumbourg
Salomone Rossi
Anne Weiss
Jitka Kovaŕiková
Rudolf Reimer
Werner Sander
Anne-Kristin Paul-Mai
Friedbert Groß
A. Dunajewski
Emanuel Amiran
"Fishman, Nancy"
"Annenberg, Eve"
"Weisz, Melissa"
"Zafir, Mendy"
"Weiss, Bubbles Yoelli"
"Friedman, Josef Yossl"
"Schoenfeld, Isaac"
"Wiser, Soloman"
"Twersky, Luzer"
"Keller, Aaron"
"Germano, David"
"Harary, Noam"
"Shmulson, Yulena"
"Weiss, Lazer"
Howard Da Silva
Serge Hovey
Herschel Bernardi
Les Pine
"Cooke, Sam"
"Troup, Bobby"
Austin
Jordan
Gardel
LePera
"Miller, Roger"
Moody
Fields
McHugh
Jefferson
"White, Gary"
"Howard, B."
"Torme, Mel"
Whiting
Frandsen
Hipkens
"Allal, Corrine"
"Dabol, Moshe"
"Frankel, Ari"
"Zilber, Iti"
"Makov, Dani"
"Lipstick, Lahakat"
"Lahav, Tzeruya"
"Kafan, Gideon"
"Gilad, Yaakov"
"Ashdot, Yizhar"
"Feigenbaum, Miri"
"Ben Zev, Dori"
"Feldman, Renee Kreutzer"
"Heller, Ruth Pearl"
Stock
"Monaco, James V."
"Young, Joe"
"Henderson, Ray"
"Woods, Harry"
"Dreyer, Dave"
"Donaldson, Walter"
"Dyer, Dave"
"DeSylva, B.G."
"Brown, Lew"
"Hart, Lorenz"
"Bacynsky, Michele"
"Daniderff, Leo"
"Mahoney, Jack"
"Cohen, Frumi"
"Cohen, Susan"
"Greenhoyz-Turkov, Shura"
"Kaganovski, Ephraim"
"Turkov, Yitzkhak"
Jamda
"Ivah, Alina"
"Gifanov, A."
"Moravsky, Mark"
"Hirshfeld, Zalman"
"Fulman, Lola"
"Medeveiof, Yaacov"
"Pancur, Andrea"
"Bodo, Eugeniusz"
"Koller, Yitzchak"
"Colub, S"
Seltz
Portnoff
Wol
"Silberta, Rhea"
"Silberstein, H.B."
"Teplow, Naomi"
"Wohl, Moshe"
"Zinkin, Daniella"
"Latham, Dwight"
"Benari, Aharoni"
"Bracha, Uri"
"Azus, Victor"
"Zimbalista, Chen"
"Pedi, Asher"
"Schechter, Yael"
"Bukin, Mayor"
"Klopov, Alexander"
"Ben-Abu, Johana"
"Bat-Yisrael, Shvachia"
Efroni Choir
Shir-El Choir
"Acopov, Oleg"
"Tal, Gabriella"
"Hacklinger, Anschi"
"Nonnenmacher, Horst"
"Seehon, Roman"
"Seitner, Doris"
"Rayko, Stas"
"Stanczyk, Bartek"
"Stiman, Emma"
"Wurbs, Janina"
"Cribbin, Lisa"
"Haskele, Hadassah"
"Schaechter, Charna"
"Witt, Hubert"
"Cribben, Lise"
"Wilson, Simon"
"Kharatz, Meir"
"Chorny, Efim"
"Lopatnik, Evgenya"
"Lizaron, Sonia"
"Zieman, Nathan"
Friedsel Band
Machtenberg's Male Choir
"Slotnick, Herbert"
"Karniol, Cantor Alter Yechiel"
"Finkel, Sam"
"Cerini, Khazn Selmar"
"Silver, Frank"
Breslau Neue Synagogue Choir
Embassy Club Orchestra
"Ambrose, Benjamin Baruch ""Bert"""
Keter
New York Philharmonic Orchestra
"Zolotarefsky, Isadore"
"Barry, Myrna"
Yiddish Natsional Arbeter Farband
"Beyglman, Claire"
"Beyglman, Myrna"
"Huston, John"
Modzitz
Kalev
"Shtekle, K."
"Banet, Chaim"
Russian Balalayke Orchestra
Yiddish Orchestra
"Shield, Leroy"
American Quartet
"Belf, V."
"Meisels, Cantor Isaiah"
Russisch Judische Orchestra
Alperin
"Littman, Frau Pepi"
Goldin Quartet
Broder Kapelye
Lowenstein
"Malavsky, Goldele"
"Nager, Aaron"
"Grand, Al"
"Broden, Ron"
"Bennis, Phil"
"Scoll, Roberta"
"Schertzer, Shiela"
"Gertz, Roz"
"Fuller, Marty"
"Atzmon, Anat"
"Yigil, Gidi"
"Malavsky, Gitele"
"Shrayer, Art"
"Siminoff, Frances"
Warsaw Synagogue Choir
"Goldin, Meyer"
"Yofe, Aaron"
"Cohen, Adam"
"Nash, Shir"
"Kaminski, George"
"Berg, Asaf"
"Lustig, Avi"
"Antony, David"
"Moscovich, Alina"
"Itzcovi, Antonio"
"Lev, Shira"
"Saxton, Lydia"
"Sass, Moe"
"Gold, S."
"Shopnick, Max"
"Rumah, Sus Lev"
Ronit
"Carol, Lynn"
"Nitzn, H. R."
Rebecca
"Ophir, Shai"
"Ben-Joseph, Avraham"
"Anska, Gizella"
"Zur, Bomba"
"Hermon, Shlomo"
"Furman, Chaim"
"Ben-Shachar, Mordechai"
"Kaminsky, I."
"Khotiner, P."
"Tessler, Morris"
Klezmer Klub
"Abraham, Inc."
"Wesley, Fred"
So Called
"Moore, Katie"
"Flowers, Matthew"
"Armstead, Joshie"
"Krakauer, Alica"
"Bailey, Sheryl"
"Watsky, Allen"
"Harris, Jerome"
"Sarin, Michael"
"Hendrix, Freddie"
"Wright, Brandon"
"Holshouser, Will"
"Kasdan, Y."
"Freudenstein, G."
"Yarmush, M."
"Richman, Jay"
"Rosensweig, Josh"
"Gold, Avram"
"Mermelstein, Stanley"
"Walters, George"
"Lane, Mickey"
"Geller, S."
"Kaufman, B."
"Kaufman, V."
"Stone, E."
"Kaufman, R."
"Tuchman, A."
"Horowitz, Rabbi Mayer"
"Shabazz, W."
"de Paola, Tomie"
"Taback, Simms"
"Reiner, Rob"
"Brown, Marcia"
"Dare, Jordan"
"Doyle, Julia"
"Ellenberg, Gabriel"
"Hall, Caroline"
"Lachs, Vivi"
"Moore, Keith"
"Petter, Jon"
"Schalom, Guy"
"Lincovsky, Cipe"
"Fierstein, Harvey"
"Schildkraut, Rudolph"
"Rosanova, Rosa"
"Lewis, George"
"Lubin, Arthur"
"Mahaffey, Blanche"
"Price, Kate"
"Faire, Virginia Brown"
"Carr, Nat"
"Marburgh, Bertram"
"Kennedy, Edgar"
"Sloman, Edward"
"Laemmle, Carl"
"Roland, George"
"Greenfield, Rose"
"Feyler, Moyshe"
"Lubritzky, Dave"
"Gasler, Sam"
Samuel Goldwyn Company
"Hopper, E. Mason"
"Warren, E. A."
"Ferguson, Helen"
"Washburn, Bryant"
"Budin, A."
"Tilton, Edwin B."
"Siegmann, George"
"Lederer, Otto"
"Sprotte, Bert"
"Yezierska, Anzia"
"Babochkin, Boris"
"Gutman, David"
"Kashitzkaya, Elena"
"Yablonski, V."
"Shpis, Boris"
"Milman, Mark"
"Brusilovsky, Yevgeni"
"Roshal, Grigori"
"Leonidov, Leonid"
"Cherkasov, Nikolai Konstantinovich"
"Untershlak, J."
"Edelheim, Tamara"
"Peter, Jon"
"Moore, Kenneth"
"Shalom, Guy"
"Abromovitz, Traci"
Anabela
"Ord, Edi"
"Vardeman, Monica"
"Yarlova, Helena"
"Emanuel, Rina"
"Fisku, Irma"
"Riber, Chana"
"Shulshtein, Moshe"
Philologos
"Field, Esther"
"Rosenblatt, Max"
"Wolf, Simon"
"Seidenberg, Leon"
"Lubelska, Paula"
"Lubow, Vera"
"Winters, Arthur"
"Krause, Gertrude"
"Goldstein, Louis"
"Epstein, William"
"Field, Leon"
"Eshel, Shuli"
"Belkin, Ronald"
"Lustig, Michael P."
"Posen, Steven"
"Vardiman, Monica"
"Kashkar, Andre"
"Kidor, Amitai"
"Stupnov, Irma"
"Kubluski, Uri"
"Shafir, Nib"
"Engl, Duri"
"Ashri, Runit"
"Fiszman, Peysakh"
"Schaechter, Charne"
"Ben Chaim-Basman, Rivke"
"Kissin, Evgeny"
Shotei Hanevu'a
"Vitel, Gilad"
"Levi, Ro'i"
"Poankinus-Tal, Avi"
"Bramli, Amit"
"Fride, Davida"
"Yacov, Dovid"
"Traistman, Yisroel"
"Warshauer, Meira"
"Foss, Lucas"
"Zigman, Rabin-Aaron"
"Adler, Yefim"
"Vaccarino, Ariella"
"Plittman, Hila"
"Van Den Berg, Lucette"
"Lettink, Coos"
"den Hertog, Carel"
"Terra, Caspar"
"Kuijpers, Leon"
"Vrijhoef, Reinout"
Trio C tot de deride
"Bakker, Joke"
"den Hartog, Carel"
"Frank, Gerrold"
"Lubbock, Jeremy"
"Huff, Dan"
"Ingram, Phillip"
"Brown, Alex"
"Davis, Lynn"
Carol Lombard Children's Choir
"Dion, Celine"
"Foster, David"
"Thompson, Linda"
"Afanasieff, Walter"
"Ross, William"
"Davis, Geron"
"Miller, Ronald L."
"Hirsch, Kenny"
"Sharron, Martha V."
"Bergman, Alan"
"Bergman, Marilyn"
"Dorff, Steve"
"Green, George"
"Agee, Kent"
"Callaway, Ann Hampton"
"Druckman, Ervin Maurice"
"Grahm, Irvin"
"Shirl, Jimmy"
"Stillman, Al"
"Friedman, Jud"
"Weil, Cynthia"
"Rich, Alan"
"Gazeley, Dorothy Sea"
"Malamet, Marsha"
"Ighner, Bernard"
"Warren, Mervyn"
"Mardin, Arif"
"Brohn, William David"
"Sterbini, Caesare"
"Slotnicki, Poupa"
"Weyh, Yves"
"Elbaz, Daniel"
"Halbeisen, Raymond"
"Lirola, Jeremy"
Azoy
"Birenbaum, Minnie"
"Reichart, Max"
"Schulman, Zinovy"
"Wronski, Tadeusz"
"Osmialowski, W."
"Balucinski, T."
"Zazulak, Michal"
Namyslomski
Columbia Orchestra
"Geina, Yakov"
Matisyahu
"Kozokaro, Ronen"
"Schleider, Yair"
"Shulman, David"
Chutzpah
Announcer WDAS
"Biterman, Renata"
"Katz, Estara"
"Moylan, Paul"
"Kesten, Sam"
"Marcus, Anne"
"Rosenthal, G."
"Suhl, Yuri"
"Alpert, Shmulik"
"Blitt, Lazer"
"Broder, Chana"
"Freidenreich, Fradle Pomerantz"
"Matman, Hadar"
"Weitman, Dov"
"Burson, Clare"
"Isakovski, Mikhail Vasilevich"
"Isakov, M."
"Nikonenko, M."
"Tabastnikov, M."
"Dolmatovski, Yevgeni"
"Rubliov, G."
"Agapov, A."
"Galitski, Y."
"Tiurkin, A."
"Fradkin, M."
"Bogoslovsky, Nikata Vladimorovich"
"Beyder, E."
"Zinger, S."
"Spencer, Mark"
"Gray, Cory"
"Cotton, Andy"
"Leone,Tony"
"Dressler, Jordan"
"Shoyer, Arthur"
"Martine, Tucker"
"Altman, Sean"
"Lucian, Ion"
"Simon, Neil"
Slava
"Kazantzeva, Bronislava"
Monica
"Treystman, Israel"
"Yurluva, Helene"
"Sukulski, Joseph"
"Piski, Irma"
"Sandler, Gro"
Kubleski. Yuri
"Sobel, Yeshua"
"Shali, Yitzkhak"
"Marcovici, Carolx"
"Marcovici, Carol"
"Liton, Eni"
"Zelmanowicz, Motl"
"Povolotsky, Y."
"Villodo, A."
"Discepolo, E."
"Maramelo, C."
"Shapiro, I."
"Chaslavski, A."
"Mashkautsan, M."
"Bruhn, C."
"Buschor, G."
"Apelzaft, A."
Folksbiene Actors
"Rabanoy, Danil"
"Jones, Elmore"
"Anjou, Erik Greenberg"
"Marash, Ralph"
Amber Trio
Unknown/ Not Entered
"Goldwaser, Rafael"
"Zeeman, Anna"
"Wachtel, M."
"Silverbush, Sam"
"Karp, Gussie"
"Liszt, Franz"
"Scarlatti, Domenico"
"Tannenbaum, Rob"
"Ramone, Dee Dee"
"Ramone, Joey"
"Ramone, Johnny"
"Ramone, Tommy"
Ramones
"Spurney, Jon"
"Dukach, Inna"
"Mendyke, Mike"
"Evelt, Mike"
"Thacher, Jeff"
"Garchik, Jacob"
BAM Cafe Audience
Jenn's Audience
Boner
"Golden, Bob"
"McGinty, Joe"
"Maile, Julian"
"Hemphill, Buster"
"Greenwalt, Roger"
"Evett, Charlie"
"Thatcher, Jeff"
"Bonet, Deni"
"Slepovitch, Dmitri"
"Kukel, Tatsiana"
"Kharchanka, Hanna"
"Levina, Paulina"
"Kharpunskaya, Dasya"
"Lyovina, Zinaida"
"Orlinski, Odom"
"Linkovsky, Samuil"
Minsker Kapelye
"Luchanok, Ihar"
Hahavurah
"Meir, Mira"
"Likton, Dave"
"Morris, Edmund"
"Luria, Kobe"
"Rosen, Avi Fox"
"Rosen, Benjy Fox"
"Farell, Patrick"
"Singer, Jon"
"Blacksberg, Dan"
"Cancura, Petr"
"Holmes, Ben"
"Gottlieb, Ayelet Rose"
"Rubin, Michael"
"Blohstein, Hirsh"
"Harburg, Yip"
"Peppler, Jane"
"Enoch, Aviva"
"Lakin, Marty"
"Lakin, Musia"
"Davis, Scott"
"Belousov, Alexi"
"Driker, Regina"
"Dvir, Jehonathan"
"Fisz, Avishai"
"Shechter, Rina"
"Shmitt, Adiel"
"Shmitt, Moti"
"Waiserfirer, Gershon"
"Corkidhi, Rachel"
"Haskale, Hadassah"
"Basok, Moshe"
"Goren, Amos"
"Kriksunov, Peter"
"Tenneh, Benjamin"
"Kafri, Jehudit"
"Kon, Naftali Hertz"
"Halkin, Emanuel"
"Meerbaum-Eisinger, Selma"
"Segal, Anna"
Odessa Klezmer Band
"Goldberg, Ed"
"Lesniak, John"
"Mehlman, Bob"
"Ionata, Dennis"
"Goldberg, Barbara"
"Pecchioli, Joel"
"Glass, Thelma"
"Langner, Fagle"
"Dana, Walter"
"Solek, Walt"
"Makosz, Ursulaz"
"Krol, Waldemar"
"Czubak, Irenousz"
"Kroitor, Emil"
The Goldenshteyn Memorial Orchestra
"Kontorovich, Alex"
Cummings
Hyman
Colvin
"McGinnis, Mike"
"Waldmann, Clem"
"Babcock, Audrey"
"Caffrey, Mike"
"Chatzky, Jeremy"
"Detro, Matt"
"Ezbiznsky, Lisa"
"Kamali, Peter"
"Goldstein, Al"
"Pieck, Mike"
"Shelly, Gabriella"
"Yazbek, David"
"Audiences NYC, Murrieta & Monrovia, CA"
"Kennedy, Miles"
"Yamaguchi, Roland ""Boss"" (Dr Rhythm)"
Yeshiva Choir
"Langner, Michael Chiam"
"Fisher, Gunter"
"Shubert, Norbert"
"Staaf, Carmen"
"Dornfield, Barry"
"Kodish, Debora"
"Mareinowski, Wojciech"
"Witko, Janusz"
"Kluzowicz, Jerzy"
"Cielecki, Jan"
"Dirco, Grigorish"
"Bergren-Chrisman, Taylor"
"Akerman, Michail"
"Cohen, Cheryl"
"Cohen, Cheryl, Mother"
"Cohen, Cheryl, Grandfather"
"Ribak, George"
"Shapiro, Barry"
"Berg, Charlie"
"Fox-Rosen, Avi"
"Fruchter, Yoshie"
"Folman-Cohen, Ari"
"Berry, Chris"
"Oppenheim, Henri"
"Gordon, Karine"
"Triquet, Julie"
"Boodman, Eva"
"Deschenaux, Mathieu"
"Breton, Eric"
"Rumpel, G."
"Bolduc, Remi"
Warsaw Booklets
"Greenshteyn, Mikhl"
"Tsion, Ben Ben"
"Freedman, Bob"
"De Anglis, Lauren"
"Brooks, Jean"
"Hemihut, D."
"Shafir, M."
"Morduchovicz, M."
"Libersky, V."
"Zelson, Judith"
"Bolton, Elizabeth"
"Sharp, David"
"Henkin, Russell"
"Perlman, Orit"
"Alter, Itay"
"Gur, Tal"
"Topchiu, Neriton"
"Yaniv, Zeev"
"Ball, Kenny"
