"title","titleID","genre","hebrewTitle","subject","org","transliteration","music","notes","translations"
"Marchen","T43301","Instrumental/Classical","","","","","","",""
"Marganiot","T2674","","מרגיות","","","","","See ""Margaritkelekh""",""
"Margaritkelekh","T2227","Literary Origin/Love","מאַרגאַריטקעלעך","Seduction/Abandonment/Love/Forest/River/Dasies/Courting","ML MTAG 41/Vinkov 1 66/Alb L-001(a)/Alb A-002(a)/Alb B-007(b)/Alb F-24(e)","CD L-054(a)/ML MTAG 41/Vinkov 1 66/Alb K-059(d)/Gold Zem 184/Alb K-068(d)/","ML MTAG 41/Vinkov 1 66/Netzer 22/Belarsky 065/","Daisies"
See Ephemera 80 for singable English adapation by Edith Finell."
Org, Translit & Translat on Alb B-211(a)","CD L-054(a)/Alb K-068(d)/Vinkov 1 66/Alb Z-018(a)/Alb K-059(d)/Sh Sh 234/"
"Aleyn Gezukht Zikh Tsores","T2441","","אַלײן געזוכט זיך צרהות","","","","","",""
"Margaritkelekh (Medley)","T8511","","מאַרגאַריטקעלעך (מעדלי)","","","","","",""
"Maria (Yid)","T12005","","מירל (ייִדיש)","","","","","",""
"Mariashe","T2229","","מאַריאַשע","","","","","",""
"Mariko","T2231","Holocaust/Lullaby/Lament","מאַריקאָ","Child/Separation","Kaczer 75","Alb F-032(c)","Kaczer 38","","Alb F-032(c)"
"Marilyn Jones (Heb)","T2232","","מרילין ג'ונס (עבֿרית)","","","","","",""
"Marinella (Greek)","T2233","","","","","","","",""
"Aleyn In Veg","T9655","Literary Origin","אַלײן אין װעג","Wanderer/Nature/Melancholy/","ML SOG 205/Alb L-038(d)","CD L-051(a)/Alb K-042(c)/ML SOG 205/Alb L-038(d)","ML SOG 205","Adapted from the Russian ""Vykhozhu Odin Ya Na Dorogu"""
Original Text - Michail Lermontov","CD L-051(a)/Alb K-042(c)/ML SOG 205/Alb L-038(d)"
"Mark Went To Klez Kamp...Khosidls","T12522","","","","","","","",""
"Market Song (Medieval Spanish)","T2234","","","","","","","",""
"Marko Der Fisher","T2681","","מאַרקאָ דער פֿישער","","","","","",""
"Marol O Del (Instr)","T11298","","","","","","","",""
"Marriage Blessing (Tunis)","T2682","","","","","","","",""
"Marriage Contract In Tora","T2683","","","","","","","",""
"Marriage Song (Tunisian Arabic)","T2684","","","","","","","",""
"Marry Me! Marry Me (Instr)","T2685","","","","","","","",""
"Marry Me! Marry Me! (Eng)","T2686","","","","","","","",""
"Marry Me! Marry Me! (Freylekhs)","T2687","","","","","","","",""
"Vykhozhu Odin Ya Na Dorogu","T9568","Literary Origin","אַלײן אין װעג (רוסיש)","Wanderer/Nature/Melancholy/Love/Ideal","Alb D-004(o)","Alb D-004(o)","","Yiddish adaptation titled ""Aleyn In Veg""","Alb D-004(o)"
"Marry Me! Marry Me! Theme (Instr)","T2688","","","","","","","",""
"Marsh (Wiznets, Instr)","T2689","","מאַרש (װיזנעץ)","","","","","",""
"Marsh (Wiznets, Nign)","T2690","","מאַרש (װיזנעץ, ניגון)","","","","","",""
"Marsillaise (Instr)","T2691","","","","","","","",""
"Martin Rosenberg & Sachsenhausen..","T11645","","","","","","","",""
"Martirer Blut","T2692","Revolutionary","מאַרטירער בלוט","Evil/World/Falsie/Enslaved/Youth Denied/Joy Disturbed/Tear","Alb L-015(a)","Alb L-015(a)","","Martyr's Blood",""
"Martsepanes","T8168","","מאַרצעפּאַנעס","","","","","",""
"Marusia Polka (Instr)","T10153","","","","","","","",""
"Marvad Haksamim (Wonder Carpet)","T7163","","","","","","","",""
"Marvelous Mandolin Medley (Instr)","T2693","","","","","","","",""
"Aleyn Oyf Der Velt","T7690","","אַלײן אױף דיר װעלט","","","","","",""
"Mary A. (Heb)","T2694","","מריה א. (עבֿרית)","","","","","",""
"Masat Nafshi (Heb)","T2695","Israeli","משׂאת נפשי","","","","","",""
"Masha (Instr)","T11169","","מאַשאַ (אינסטר)","","","","","",""
"Mashehu Mukhrakh Lehishtanot (Heb)","T2696","","משהו מוכרח להשתנות (עבֿרית)","","","","","",""
"Mashpil Geim (Heb)","T2697","","","","","","","",""
"Masks And Faces (Instr)","T9913","","","","","","","",""
"Massa's In De Cold, Cold Ground","T2698","","","","","","","",""
"Matai? When? (Instr)","T11959","","","","","","","",""
"Matay (When, Heb)","T9079","","מתי (עבֿרית)","","","","","",""
"Matay Tagia Eit Lashalom (Heb)","T9605","","","","","","","",""
"Aleynu","T10746","Religious/Prayer","עלינוּ","Supplication","","","","",""
"Matchmaker's Dance (Instr)","T2699","","","","","","","",""
"Matchmaker, Matchmaker (Eng)","T2700","","","","","","","",""
"Matchmaker, Matchmaker (Eng, Inst)","T2701","","","","","","","",""
"Matchmaker, Matchmaker (Yid)","T2702","","","","","","","",""
"Mattathias Bold (3 Part Round)","T2703","","","","","","","",""
"Mattinata","T2704","Operatic","","","","","","",""
"Matzoball (Eng)","T2705","","","","","","","",""
"Max's Bulgar (Instr)","T10716","","","","","","","",""
"Maximoffs Doyne (Instr)","T10146","","מאַקימאָפֿס דױנע (אינסטר)","","","","","",""
"May Bug (Instr)","T8349","","","","","","","",""
"Ali Ali (Halikha Lekesariya)","T43302","","אלי אלי (הליכה לקיסריה)","","","","","",""
"May The Time Not Be Distant (Eng)","T2706","","","","","","","",""
"May The Whip Of Poverty","T2707","Literary Origin","","Faith/Strength/Adversity/Poverty/Prayer","Alb P-017(a)","","","","Alb P-017(a)"
"May The Words (Yih'yu L'ratson)","T8862","","יהיוּ לרצוֹן (ענגליש, עבֿרית)","","","","","",""
"Mayim Mayim","T19897","","","","","","","See ""Ushavtim Mayim""",""
"Mayim Ledavid (Heb)","T2708","","מים לדו (ײבֿרית)","","","","","",""
"Mayim Rabim (Heb)","T2709","","","","","","","",""
"Maylid","T12778","","מײַליד","","","","","",""
"Mayn Alte Heym","T2710","","מײַן אַלטע הײם","","","","","",""
"Mayn Alte Heym (Witler)","T2711","","מײַן אַלטע הײם (װיטלער)","","","","","",""
"Mayn Alte Heym (Yid, Eng)","T23380","","מײַן אַלטע הײם (ייִדיש, ענגליש)","","","","","",""
"Ali Ha'esh (Heb, Rise O Flame)","T11264","","","","","","","",""
"Mayn Basherter","T2712","Theater/Love","מײַן באַשערטער","","","","","My Predestined One",""
"Mayn Benkshaft","T2713","","מײַן בענקשאַפֿט","","","","","",""
"Mayn Bester Fraynd","T9549","","מײַן בעסטער פֿרײַנד","","","","","",""
"Mayn Butcher","T43303","","מײַן בוטשער","","","","","",""
"Mayn Elterns Fargenign","T2714","Instrumental/Klezmer","מײַן עלטערנס פֿאַרגעניגן","","","","","May Parents' Pleasure",""
"Mayn Ershter Tango","T2715","","מײַן ערשטער טאַנגאָ","","","","","",""
"Mayn Ershter Vals","T1582","Love","מײַן ערשטער װאַלס","Waltz/Ball Dance/Memory","Alb T-005(a)/ CD M-066(a)","CD K-029(j)/Ephemera 1602","","","M-066(a)/K-029(j)"
"Mayn Ershter Vals (Instr, Medley)","T2716","","מײַן ערשטער װאַלס","","","","","",""
"Mayn Eybiker","T8424","","מײַן אײביקער","","","","","",""
"Mayn Eynikl (Dzigan)","T2717","Skit/Humor","מײַן אײניקל (דזיגאַן)","Grandchild","","","","",""
"Ali V'er","T21668","","אלי באר","","","","","Arise O Well",""
"Mayn Eynikls Bar Mitsva Tants (In)","T2718","","מײַן אײניקלס בּר מיצװה טאַנץ","","","","","",""
"Mayn Familien Album","T2719","Literary Origin/Monologue/Lament/Humor","מײַן פֿאָמיליען אַלבום","Birthday/Children/Anguish/Abandoned/Alone/Wives","","","","My Family Album",""
"Mayn Fidl (Miller)","T2720","Holocaust/Lament","מײַן פּידל (מילער)","Fiddle/Comfort","","","","","Alb Z-014(c)"
"Mayn Fidl (Perle)","T2721","Literary Origin","מײַן פֿידל (פּרלה)","Fiddle/Melody/Melancholy","","","","",""
"Mayn Fidl (Gerro)","T2722","Theater/Mixed Language","מײַן פֿידל (געראָ)","Drunkeness/Drink/Whiskey","","","","",""
"Mayn Freylekh Lid (Ikh Zing Tau..)","T8182","","מײַן פֿרעלעך ליד (איך זינג, טױבער)","","","","","",""
"Mayn Friling","T11311","Literary Origin","מײַן פּרילינג","Spring/Season/Hope/Renewal/Flowers","","","","My Spring",""
"Mayn Glik","T2724","","מײַן גליק","","","","","",""
"Mayn Glik Hob Ikh Mit Dir Gefunen","T7687","Theatre/Musical","מײַן גליק האָב איך מיט דיר געפֿונען","","","","","",""
"Mayn Goldele","T564","Theater/Love","מײַן גאָלדעלע","Bride/Passion","Kammen JT 66","Kammen JT 66","Kammen JT 66","From the musical ""Di Goldene Kale - The Golden Bride""","Alb M-068(a)55"
"Alice Blue Gown (Yid)","T21669","Pop/Adapatation","קלײדעלע פֿון הימל בלױ","","","","","",""
"Mayn Gortn","T2725","Literary Origin","מײַן גאָרטן","Garden/Trees/Fruit/Food/Cards","Bialik Lider 41","","","",""
"Mayn Gut Vaybele","T2726","","מײַן גוט װײַבעלע","","","","","",""
"Mayn Harts","T2727","","מײַן האָטץ","","","","","",""
"Mayn Harts Benkt Nokh Dir","T11444","","מײַן האַרץ בענק נאָך דיר","","","","","",""
"Mayn Harts Flegt Zogn Mir","T2728","","מײַן האַרץ פֿלעגט זאָגן מיר","","","","","",""
"Mayn Harts Iz Dayn","T2729","","מײַן האַרץ איז דײַן","","","","","",""
"Mayn Harts Mayn Harts","T43304","","מײַן האַרץ מײַן האַרץ","","","","","See ""Mayn Harts Vaynt In Mir""",""
"Mayn Harts Vaynt In Mir","T2730","Love/Folk/Lament","מײַן האַרץ װײנט אין מיר","Separation","BER FEF 210","Alb W-010(a)","","","Alb W-010(a)"
"Mayn Heylig Land","T2731","","מײַן הײליג לאַנד","","","","","",""
"Mayn Heym (Gebirtig)","T14139","Literary Origin","מײַן הײַם (גיבירטיג)","Reunion/Family/Friends/Place/Absence","Gebir Lemm 182/Gebir ML 88","","Gebir Lemm 182/Gebir ML 88","","Gebir SIMC 91"
"A Few Bowls Terkish","T9928","","טערקעשער יאַלעװעיאָװע טאַנץ","","","","","",""
"All Call (Yid)","T21670","","","","","","","",""
"Mayn Heym (Imber)","T9075","","מײַן הײם","","","","","",""
"Mayn Heymishe Shtetele","T8697","","מײַן הײמישע שטעטעלע","","","","","",""
"Mayn Hob Un Guts","T2734","Literary Origin/Concert","מײַן האָב און גוטס","Troubles/Joy/Perseverence/Inheritance/Friends/Family/Spirits","Alb K-026(k)2","Alb K-026(k)2","","My Inheritance"
Album Liner Notes refer to ""Eli Kovenski"" as Composer","Alb K-026(k)2"
"Mayn Kapitan Ikh Hob Aykh Vos...","T10569","","מײַן קאַפּיטאַן איך האָב אײַך װאָס צו...","","","","","",""
"Mayn Khaverte Mintsye","T9113","Literary Origin","מײַן חבֿרטע מינציע","Memory/Childhood/Children/Holocaust/Transnistra/Death/War","Schae Got Mus 36","Schae Got Mus 36","Schae Got Mus 36","My Girlfriend Mintsye","Schae Got Mus 62"
"Mayn Kholem (Kempin)","T10050","Literary Origin/Holocaust","מײַן חלום (קעמפּין)","Holocaust/Hope/Peace/Revenge.Dream","Gebir Lemm 110","Alb 059(b)","","From Gebirtig's ""Krakow Ghetto Notebook""","Alb 059 (b)"
"Mayn Kholom Fun Zeyden","T2735","","מײַן חלום פֿון זײדען","","","","","See Mayn Zeydens Kholom""",""
"Mayn Kind (Shapiro)","T2736","Lament","מײַן קינד (שאַפּיראָ)","Soldier/Mourning","","","","",""
"Mayn Kind (Connor, Grant)","T2737","","מײַן קינד קאָנער, גראַנט)","","","","","",""
"Mayn Kineret","T2738","Place","מײַן כּנרת","Lake Kineret","","","","",""
"All Has Passsed Away (Yid)","T21331","","","","","","","",""
"Mayn Kleyner Martirer","T2739","","מײַן קלײנער מאַרטירער","","","","","",""
"Mayn Lerer Yosele","T8555","Untold Love","מײַן לערער יאָסעלע","Teacher/Kiss/Running off","","Alb F-048(a)","","","Alb F-048(a)"
"Mayn Libe","T2740","","מײַן ליבע","","","","","",""
"Mayn Libe Fraynd","T2741","","מײַן ליבע פֿאָײַנד","","","","","",""
"Mayn Libes Lid","T2045","","מײַן ליבעס ליד","","","","","",""
"Mayn Mame (Sakhar)","T2047","Theater/Lament","מײַן מאַמע (סחר)","Mother/Separation","","","","",""
"Mayn Mame Bleybt in Ungarn (Y, E)","T2110","","מײַן מאַמע בלײבט אין אונאַרן","","","","","",""
"Mayn Mame Hot Gevolt...Khasene","T2111","Literary Origin/Lament","מײַן מאַמע האָט געװאָלט זײַן אױף מײַן...","Mother/Wedding/Loss","","","","My Mother Should Have Been At My Wedding",""
"All In The Family (Eng)","T11093","","","","","","","",""
"Mayn Mamen","T10040","Literary Origin/Spoken Word","מײַן מאַמען","Daughter/Mother/Memory/Continuity/Sorrow/Knowledge","Korn 44","","","To My Mother","Korn 44"
"Mayn Mames Eydeml (Eng, Yid)","T23248","","מײַן מאַמעס אײדעמל (ענגליש, ייִדיש)","","","","","",""
"Mayn Mames Shabos Likht","T2112","Theater/Pop","מײַן מאַמעס שבּת ליכט","Mother/Shabos/Memory/Candles/Ritual/Family","","Ephemera 1105","","My Mother's Sabbath Candles","Ephemera 1105"
"Mayn Mames Vig Lid","T2115","","מײַן מאַמעס װיג ליד","","","","","",""
"All Love Which Depends","T21332","Religious/Commentary/Pirke/Mishna/Ethics/Pirke Aboth","כּל אהבה שׁהיא","Pirke Aboth 5:19/Love/Cause/Amnan/Tamar/David/Jonothan","Pirke 106","","","","Pirke 106/Alb B-033(e)"
"Mayn Man Iz Geforn Keyn Amerike","T2117","","מײַן מאַן איז געפֿאָרן קײן אַמעריקע","","","","","",""
"Mayn Manye","T2379","","מײַן מאַניע","","","","","See ""My Bonnie Lies OverThe Ocean""",""
"Mayn Mazl","T2380","","מײַן מזל","","","","","",""
"Mayn Mazldiker Tog","T10462","Theater","מײַן מזלדיקער טאָג","Love","","","","From the musical ""My Lucky Day""",""
"Mayn Meshugena Balebos","T2381","","מײַן משוגענע בּעל הבּית","","","","","",""
"Mayn Meydele (Eshet)","T2384","","מײַן מײדעלע (עשעט)","","","","","My Little Girl"
Sung by Eshet - Composer? Author",""
"Mayn Meydele Mayn (Yid, Heb)","T10316","","מײַן מײדעלע מײַן (ייִדיש, עבֿרית)","","","","","",""
"Mayn Meydl","T2385","","מײַן מײדל","","","","","",""
"Mayn Meydl Hot","T2386","","מײַן מײדל האָט","","","","","",""
"Mayn Mishpokhe (Lebedoff)","T2387","Theater","מײַן משפּחה (לעבעדאָף)","Pride/Family","","","","",""
"All Men Are Brothers (Eng, German)","T21333","","","","","","","",""
"Mayn Mishpokhe (Blitz)","T2388","Literary Origin","מײַן משפּחה (בליץ)","Child/Family","","","","",""
"Mayn Miter, Zikhroyno Livrokho","T2389","","מײַן מוטער, זכרוֹנה לברכה","","","","","",""
"Mayn Odesa (Medley, Instr)","T8297","","מײַן אָדעסאַ (מעדלי, אינסטר)","","","","","",""
"Mayn Orime Kapote","T2390","","מײַן אָרימע קאַפּאָטע","","","","","",""
"Mayn Oytser","T2391","Literary Origin/USSR","מײַן אוצר","Children/Family/Treasure/Idyllic Life","ML SOG 124/Alb C-011(b)","ML SOG 124/L-054(a)","ML SOG 125","","ML SOG 125/ L-054(a)"
"Mayn Rebe Ken Makhn","T2392","","מײַן רבּי קען מאַכן","","","","","",""
"Mayn Rebi","T2394","","מײַן רבּי","","","","","",""
"Mayn Rue Plats","T1840","Literary Origin/Folk/Labor","מײַן רוע פּלאַץ","Factory/Sweatshop","ML MTAG 150/Alb Y-007(a)/Levin N 75/Belarsky 217/CD B-086(a)/Vinkov 4 33","CD L-054(a)/CD B-086(a)/CD L-049(a)/Alb Y-007(a)/Alb L-004(a)/Levin N 75","Sh Sh 158/Levin N 75/Belarsky 034/Alb Y-007(a)/Vinkov 4 33","My Resting Place / English Adaption Ephemra 537"
Also translation and transliteration on Album B-126(a)","CD L-054(a)/Alb L-004(a)/Alb Y-007(a)/Alb A-036(a)/Alb K-029(e)/Vinkov 4 33/Ep"
"Mekom Menukhati","T43305","Translation","מקום מנוחתי","","","","","Hebrew translation from the original Yiddish.",""
"All Night Long (Eng, Heb)","T21334","","","","","","","",""
"Mayn Rukhele, Mayn Brukhele","T2492","Theater/Love","מײַן רחעלע, מײַן בּרכהלע","Constancy/Blessing/Girl/Kisses/Caresses","","Ephemera 1129","","Alternative Title  ""Vokh Tyokh Tyokh""","Ephemera 1129"
"Mayn Sheyne Leydi Overtur (Instr)","T2493","","מײַן שײנע לײדי אָװערטור","","","","","",""
"Mayn Sheyner Kholem","T7416","","מײַן שײנער חלום","","","","","",""
"Mayn Shprakh","T2494","","מײַן שפּראַך","","","","","",""
"Mayn Shprakh (Jaffe)","T11557","","מײַן שפּראַך","","","","","",""
"Mayn Shtern","T2495","Literary Origin","מײַן שטערן","Fate/Star/Grandmother/Bobe","ML PYP 269","","","",""
"Mayn Shtetele (Eng)","T2496","","מײַן שטעטעלע (ענגליש)","","","","","",""
"Mayn Shtetele (Fuld)","T2497","Theater","מײַן שטעטעלע (פֿולד)","Home/Memory/Yearning","","","","",""
"All Seasons Israeli Medley (Instr)","T21335","Instrumentqal/Klezmer","","","","","","",""
"Mayn Shtetele (Discount)","T2498","Literary Origin","מײַן שטעטעלע (דיסקאָונט)","Memory/Home/Shtetl","Belarsky 223","Belarsky 223","Belarsky 062","",""
"Mayn Shtetele (Vos Iz Gevorn...)","T2499","","מײַן שטעטעלע (װאָס איזעװאָרן פֿון...)","","","","","",""
"Mayn Shtetele Belz","T2043","Theatre/Nostalgia/Memory/Literary Origin","מײַן שטעטעלע בעלז","Place/Belz/Childhood","GYF 20/ML PYS 260/Alb G-035(b)/Vinkov 5 309","Alb B-007(c)/GYF 23/Alb L-048(a)/Alb B-007(c)/Alb G-013(c)/ML PYS 260/","GYF 20/Estella 26/ML PYS 260/Vinkov 5 308","From the play ""Ghetto Song"" or ""Song of the Ghetto"
Also translation and transliteration published in Alb T-028(b)"
Characterized by Karsten Troyke as ""Traditional""","Alb H-006(a)/Alb L-023(b)/GYF 23/Alb J-024(a)1/Alb K-029(g)/Vinkov 5 311"
"All The Children (Eng, Az Der..)","T21336","","","","","","","",""
"Mayn Shtetele Mohliev","T2610","Theater/Memory/Place","מײַן שטעטעלע מאָהליעװ","Molov/Mohliev/Moliff (variant spelling)","Alb T-005(c)","","","From play ""Papirene Kinder""",""
"Mayn Shtetele Yas","T43306","","","","","","","See ""Yas""",""
"Mayn Shtetl Yas","T43307","","","","","","","See ""Yas""",""
