"albumID","albumName","albumNameYiddish","linenote","rpm","LP_BOX","format","timeMade","languages","genre","whereProduced","comments","trackNumber","notes","fauLink","dateMade","provenance","cassette","cd"
"AP781","Bell, Benny/ A Disgusted Millionaire/ Antloyft Mit Mir","","","0","0","78rpm 10 inch","","","","","","0","","","","Gift of Dropsie College Library, 09/2012","",""
"AP782","Bell, Benny/ Wedding Waltz/ Yiddish Radio Broadcast","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP783","Bell, Benny/ In Di Subvey/ Moyshe Pipik","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP784","Bell, Benny & His Agony Trio/ Pincus The Peddler/ Why Buy A Cow When Milk Is...","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP785","Yiddish Language Record Course","","","0","24","Audio CD copy x261","","","","","","0","","","","","",""
"AP786","The Great Cantors","","","0","25","Audio CD copy/33 1/3rpm 12""","","Hebrew","Religious/Cantorial","","","10","","","","","",""
"AP787","Chazanim & Chazanut                   Cantors And Cantorials","חזנים וחזנות","","0","0","","","","","","","0","","","","","","x"
"AP788","Great Cantors in Historic Recordings Volume One  1903 - 1930","","","0","0","","","","","","","0","","","","","","x"
"AP789","Great Cantors of the Past                           Volume 1","","","0","25","","","","","","","0","","","","","",""
"AP79","Luce Amen /  Remember Me / Farges Mikh Nit / Zakhor Oti","פֿאַרגעס מיך ניט     זכר אותי","","0","0","Cassette/Audio CD Copy X28","","Yiddish/Hebrew","Folk/Theater/Pop","New York, NY","","11","","","1997","","x",""
"AP790","Great Cantors of the Present","","","0","25","33 1/3 rpm 12""/Audio CD copy x260","","Hebrew","Cantorial/Religious","USA","","10","","local","","","",""
"AP791","Then Sang ...The Chai Duo         William Gunther, Conductor","אז ישיר...חי","","0","26","","","","","","","0","","","","","",""
"AP792","Chutzpah  Frank Krasnowsky Sings Songs of the Jewish Workers","","","0","0","Audio CD copy x268","","","","","","0","","","","","x",""
"AP793","Chutzpah         Frank Krasnowsky       Jewish Theatre Songs","","","0","0","","","","","","","0","","","","","x",""
"AP794","Chutzpah  Labor & Holocaust Songs of Hope Courage & Defiance","חי","","0","0","","","","","","","0","","","","","x",""
"AP795","Chutzpah! brings Yiddish to the ROCKIES","","","0","0","","","","","","","0","","","","","x",""
"AP796","Chutzpah                                   Lebn zol Kolombus","","","0","0","","","","","","","0","","","","","x",""
"AP797","International Yiddish Festival                   Cracow 1990","","","0","0","","","","","","","0","","","","","","x"
"AP798","Roslyn Cooper                     Songs Of The Jewish People","","","0","26","","","","","","","0","","","","","",""
"AP799","Dreaming In Yiddish                  Adrienne Cooper, vocals","","","0","0","Audio CD","","Yiddish","Literary Origin/Folk/Concert","Hildesheim, Germany","","12","","local","1995","Gift of Adrienne Cooper","","x"
"AP8","The World of Sholom Aleichem","","","0","0","10"" Album 78/Audio CD copy x207","","","","","","0","","","","","",""
"AP80","Alosza Awdiejew                      W Repertuarze Zydowskim","","","0","0","Cassette/ Audio CD Copy X29","","Yiddish","Klezmer","Cracow, Poland","","11","","local","","Gift of Robert & Molly Freedman","x",""
"AP800","Adrianne Cooper & Zalmen Mlotek/An Afternoon Of Jewish Music","","","0","0","","","","","","","0","Dedication of Robert and Molly Freedman Jewish Sound Archive (Do -"
not duplicate this cassette) - Sept 21, 1997","local","","","x",""
"AP801","Ghetto Tango/ Wartime Yiddish Theatre/  Ardienne Cooper/ Zalmen Mlotek","","Cover - Image of violinist with Star of David armband. Commentary -"
in liner notes by Adrienne Cooper. Transliteration and -"
translation included in the liner notes.","0","0","Audio CD","53:29:00","English/Yiddish","Theatre/Holocaust","Greely Square Station, New York, NY","","18","","","2000","Purchase, 2000","","x"
"AP802","Mryon Cohen                             It's Not A Question!","","","0","0","","","","","","","0","Recorded Live at the Eden Roc, Miami Beach, Fla.  Originally -"
released as Mono LPM 3791 Stereo LSP 3791","","","","","x"
"AP803","Sarah Gorby              Compiled From Tapes & 78 Recordings","","","0","0","Cassette/Audio CD Copy x579","","Yiddish/Russian","Concert/Folk/Literary Origin","USA","","16","","","","Courtesy of Dr Ellen Prince","x",""
"AP804","Sarah Gorby  (Practice 1)  From Tapes of J. H. Blumen, Paris","","","0","0","","","","","","","0","","","","","x",""
"AP805","Sarah Gorby  (Practice 2 & Student?)","","","0","0","","","","","","","0","","","","","x",""
"AP806","Sarah Gorby Biography            Forward Hour   Ellen Prince","","","0","0","Cassette/Audio CD copy","","","","","","0","","","","","x","x"
"AP807","Sarah Gorby  (Practice 3 & Student?)","","","0","0","Cassette/Audio CD","","","","","","0","","","","","x","x"
"AP808","Sarah Gorby                      Chansons russes et tziganes","","","0","0","","","","","","","0","Duplicates vocals on Albums G-06(g) and G-06(q)","","","","","x"
"AP809","The Grand Music Hall of Israel","הבלט הגדול מיוזיקהול מישׂראל  להקה רשמית של ישׂראל","","0","44","33 1/3 rpm 12""/Audio CD copy","","Hebrew","Israeli/Pop/Theater","USA","","10","","local","1967","","","x"
"AP81","Anita Ammersfeld singt juddische Lieder","אניטה אמרספלד זינגט יידיש","","0","0","","","","","","","0","","","","","","x"
"AP810","Israel Gurion                    Ima! Uri Rotse Ketsat Mayim","ישׂראל גוריוֹן    אמא! אוּרי רוֹצה קצת מים...","","0","44","33 1/3 rpm 12""/Audio CD copy","","","","","","0","","local","","","","x"
"AP811","Edith Gordon / Raymond Oliver        Yiddish - Israeli Duets","","","0","44","33 1/3 rpm 10""/Audio CD copy","","","Concert/Duet","New York, NY","","9","","local","","Hebrew/Yiddish","","x"
"AP812","Artur Gelbrun    Lament For the Victims of the Warsaw Ghetto","","","0","44","33 1/3 rpm 12""/Audio CD copy","","","","","","0","","local","","","","x"
"AP813","The Generations of Israel","","","0","44","33 1/3 rpm 12"" (2 alb)","","English","Spoken Word","","","0","Excerpt - Abba Ebans Speech to UN is on the CD shelf under G-011(a)","local","","","",""
"AP814","Herts Grosbard    Readings....Eliesar Steinberg....A. Lutsky","הערץ גראָסבאַרד  װאָרט קאָנצערט  אַליעזר שטײנבאָרג... אַ לוצקי","","0","44","33 1/3 rpm 12""Audio CD copy x335","","Yiddish","Spoken Word/Literary Origin","New Jersey","","9","","","","","",""
"AP815","Herts Grosbard 2  Readings..M. L. Halpern/M. Kulbak/M. Nadir","הערץ גראָסבאַרד  װאָרט קאָנצערט  מ. ל. באַלפּערןמ.קולבאַקמ. נאַדיר","","0","45","33 1/3 rpm 12""Audio CD copy x338","","Yiddish","Spoken Word/Literary Origin","New Jersey","","6","","","","","",""
"AP816","Herts Grosbard 3  Readings... Jacob Glatstein & Itzak Manger","הערץ גראָסבאַרט 4װאָרט קאָנצערט  איציק מאַנגער און יעקבֿ גלאַטשטײן","","0","45","33 1/3 rpm 12""/Audio CD copy x337","","Yiddish","Spoken Word/Literary Origin","New Jersey","","0","","","","","",""
"AP817","Yiddish Family Album Featuring Rita Marlowe & Stanley Laudan","","","0","0","Audio CD Copy X36, x529","","English/Yiddish","Theater/Cabaret","New York","","0","From cassette courtesy of Charley Bernhaut","local","","","",""
"AP818","Yiddish Blues                               Teddy Lasry Trio","","","0","0","Cassette/ Audio CD Copy","","","","","","12","","local","","","x","x"
"AP819","Abe Luski Evening           Charlotte, North Carolina (1968)","","","0","0","Cassette/Audio CD Copy","","","","","","0","","local","","","x","x"
"AP82","Ich Hab' Kein Sharfes Messer                Anita Ammersfeld","","","0","0","","","","","","","0","Anita Ammersfeld, Gerhard Bronner, Ethan Freeman.  Judische -"
Lieder und andere Weisheiten.","","","","","x"
"AP820","Hazzan Morris Levinson                       Prayer and Song","","","0","73","","","","","","","0","Recording commissioned by the Sistgerhood of Congregation Beth-El -"
of the Oranges and Maplewood, South Orange, New Jersey.","","","","",""
"AP821","Favorite Images                   Genia Lev and Boris Landau","געליבטע געשטאַלטן         געניע לעװ און באָריס לאַנראַו","","0","73","","","","","","","0","Recording Made in the USSR","","","","",""
"AP822","Flying Bulgar Klezmer Band                             Agada","","","0","0","","","","","","","0","","","","","","x"
"AP823","ESPE     Jiddische Lieder 3      Maseltow","ייִדישע לידער","","0","35","Audio CD Copy/33 1/3 rpm 12"" x618-9","","Yiddish","Folk","Germany","","10","Gabi Bollinger-Erb, vocals, guitar; Hans Bollinger, vocals, -"
guitar; Thomas Doll, violin; Walter Kennrich, guitar, mandoli","local","","Gift of Isabel Helzner, 2005","x","x"
"AP824","Helene Engel                 Chansons Traditionnelles Juives","","","0","35","","","","","","","0","","","","","",""
"AP825","The New Western Chassidic Sound              A Drink To Life","מים חיים","","0","21","","","","","","","0","Accompanied by Od Yishoma orchestra. Vocals by Heshy Gruenberger, -"
Khiam Shulman, Meir Avitan, Bunny Schachter with the Boro Park -"
Boys Choir.","","","","",""
"AP826","Chassidic Festivals Best Songs","ממיטב שירי הפסטיבלים החסידים","","0","21","","","","","","","0","""Special Production with the Best Israeli Male Singers""","","","","",""
"AP827","Eighth Chassidic Song Festival  1976","פסטיבל הזמר החסידי השמיני   תשל""ז","","0","22","","","","","","","0","","","","","",""
"AP828","Songs of Holocaust and Heroism sung by Louis Danto","שירי שואה וגבורה","","0","28","33 1/3 rpm !2"" Album","","","","","","0","","http://faujsa.fau.edu/danto/danto_playlist.php?jsa_num=100012&queryWhere=jsa_num&queryValue=100012","","","",""
"AP829","Cantor Louis Danto/ Prayers of My People","תפלות עמי","","0","28","33 1/3 rpm !2"" Album","","","","","","0","","http://faujsa.fau.edu/danto/danto_playlist.php?jsa_num=100010&queryWhere=jsa_num&queryValue=100010","","","",""
"AP83","Malgorzata Armanowska      Jewish Folk Songs Yiddish Version","אָירי עם יהודיים","","0","0","","","","","","","0","","","","","","x"
"AP830","Come Back To Sorrento with Louis Danto","","","0","0","Audio CD Copy/Cassette","","Italian","Concert/Classical","","","14","","local","","","x",""
"AP831","Jewish Melodies From Russia/ Louis Danto/","","","0","28","33 1/3 rpm 12"" Album/ Audio CD copy","","Yiddish","Concert","Canada","","14","Same tracks as D-004(j)","http://faujsa.fau.edu/danto/danto_playlist.php?jsa_num=100013&queryWhere=jsa_num&queryValue=100013","","","","x"
"AP832","Gems Of The Jewish Operetta Louis Danto","","","0","0","Audio CD","","Yiddish","Yiddish/Operetta/Theater","","","20","","http://faujsa.fau.edu/danto/danto_playlist.php?jsa_num=100017&queryWhere=jsa_num&queryValue=100017","","","","x"
"AP833","Masters Of The Jewish Art Song/ Louis Danto","","","0","0","Audio CD","","Yiddish","Concert","","","23","","http://faujsa.fau.edu/danto/danto_playlist.php?jsa_num=100018&queryWhere=jsa_num&queryValue=100018","","","","x"
"AP834","Louis Danto/ None But the Lonely Heart","","","0","0","Audio CD Copy/Cassette 82","","English/Russian/French/Italian","Classical/Concert","","","11","","local","","","x",""
"AP835","Songs Of The Ghettos sung by Louis Danto","","Unclear xerox copy of album cover. Short essay in liner notes -"
dealing with Ghetto Songs of  WWII. Text of the songs in -"
transliteration and translation with liner notes.","0","0","Cassette 41X/Audio CD copy x276","","Yiddish","Holocaust","New York","","12","","local","","Gift of cassette archival copy of 33rpm album from anonymous donor","x",""
"AP836","Oppenheim, Menashe/ Zulayke/ Vuhin Zol Ikh Geyn","","","0","0","78rpm 10 inch","","","","","","0","","","","Gift of Dropsie College Library, 09/2012","",""
"AP837","Picon, Molly/ Tsipke/ A Bisl Libe","","","0","0","78rpm 10 inch","","","","","in set.","0","","","","","",""
"AP838","Goldstein, Jennie/ Di Zun Shaynt Nor Nit Far Mir/ Dos Gasn Meydl","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP839","Mickey Katz Greatest Hits (Orig ""Comin Round the Katzkills"")","","","0","63","33 1/3 rpm 12"" / Audio CD copy","","","","","","0","","local","","","",""
"AP84","Larisa Averbakh & Ensemble Simkha            Shnirele Perele","","","0","0","Audio CD Copy/Cassette X30","","Yiddish","Folk/Pop/Theater/Literary Origin","St Petersburg, Russia","","22","","local","","","x",""
"AP840","The Hits of Mickey Katz and his Orchestra","","","0","64","33 1/3 rpm 12"" / Audio CD copy","","","","","","8","Box contains two copies: original (Gift of Bart Banks 11/2012) and reissue","local","","","",""
"AP841","Mickey Katz  / Cassette of Recordings From 78's","","","0","0","Cassette/ CD Copy x97","","Yinglish","Dialect/Parody/Humor","","","0","","local","","Cassette copy from Charley Berhaut","x","x"
"AP842","Mickey Katz the star of Broadway's Borshtcapades","","","0","0","33 1/3rpm ten inch","","Yinglish","Dialect/Parody/Humor","Hollywood, CA","","0","","local","","Colony Records, NYC $20.00","",""
"AP843","Music & Food of Jewish Peoples /The Joseph Korda Players /Jewish Wedding Dances","","","0","65","33 1/3 rpm 12""","","","Klezmer/Instrumental","","Duplicated on T-007(c) and T-007(c)2","10","Murray Lehrer and His Ensemble. Dave Tarras, clarinet and Lou -"
Levin Trumpet. Same recording as Albums T-07(c) and F-04(a). ""The -"
Joseph Korda Players"" are listed as performers on this album.","","","","",""
"AP844","Kapelye Presents LEVINE AND HIS FLYING MACHINE","","","0","65","","","","","","","0","Transliteration and translation with album notes.","","","","",""
"AP845","Jacob Sandler                   Yiddishe Tanz Musik   Vol. 2","יעקבֿ סאַנדלער               ייִדישע טאַנץ מוזיק","","0","100","33 1/3 rpm 12""","","Yiddish","Theater/Pop","Israel","to be catalogued","12","to be catalogued","","","","",""
"AP846","Jacob Sandler                            Yidishe Tants Muzik","ייִדישע טאַנץ מוזיק","","0","0","","","","","","","0","Duplicates Album S-27(c) except for ""In A Finstere Nakht"" and -"
adds additional material.","","","","","x"
"AP847","Schalom                             Berel Stal y su orquesta","","","0","100","","","","","","","0","Recording made in Argentina","","","","",""
"AP848","Music Of The Bible               Laszlo Sandor, Chief Cantor","","","0","100","","","","","","","0","Recording made in Hungary","","","","",""
"AP849","Songs by Emma Schaver             From The Heart Of A People","","","0","101","","","","","","","0","","","","","",""
"AP85","Atzilut   Souls On Fire                Music for the Kabbala","אצילות","","0","0","Audio CD","","Hebrew","Religious/Mystic","Philadelphia, PA","","8","","","","Gift of Bob & Molly Freedman","","x"
"AP850","Cantor Yosele Rosenblatt Sings Yiddish Folk Songs   Volume 7","רנת יוסף","","0","90","","","","","","","0","","","","","",""
"AP851","Ludwig Satz At The Yiddish Theatre                  Volume 2","","","0","100","","","","","","","0","","","1970","","",""
"AP852","Long Live Giora His Clarinet & His Soul Music  Giora Feidman","","","0","39","","","","","","","0","","local","","","",""
"AP853","Sing Along With Me!                              Bina Landau","זינגט מיט מיר! לידער פֿאַר געזאַנג בּציבּור מיט בינה לאַנדאו","","0","69","","","","","","","0","Compiled and Narrated by Yosef Mlotek. Chorus directed and -"
accompanied by Vladimir Heifetz. Text and Transliteration with -"
album notes.","","","","",""
"AP854","Bina Landau presents Poetry In Song","בינה לאַנדאו זינגט דיכטער לידער געװידמעט מיכל געלבאַרט","","0","69","","","","","","","0","A Tribute to Mikhl Gelbart. Translation with album notes. -","","","","",""
